Status,Invoice,Created,Sales Person,Client Name,Invoice Amount,Paid Amount,Balance
Closed,INV00289,08/12/2025,MOMBASA CANCER CENTER-,"5,000.00","5,000.00",0.00,
Closed,INV00288,08/12/2025,LIBERTY MEDICAL CENTRE-,"5,200.00","5,200.00",0.00,
Closed,INV00286,08/12/2025,CASH SALE-,"40,499.00","40,499.00",0.00,
Closed,INV00284,06/12/2025,HAYAT HOSPITAL-,"62,000.00","62,000.00",0.00,
Closed,INV00283,06/12/2025,IMMACULATE HEART OF MARY HOSPITAL-,"11,050.00","11,050.00",0.00,
Closed,INV00282,06/12/2025,CLINIVA LIMITED BURUBURU-,"11,250.00","11,250.00",0.00,
Closed,INV00277,05/12/2025,ASAD MEDICAL CENTRE LTD(CLINIC)-,"23,300.00","23,300.00",0.00,
Closed,CSH020,05/12/2025,CASH SALE-,"2,700.00","2,700.00",0.00,
Closed,INV00274,05/12/2025,ST JOHN THE BAPTIST MATABURO HEALTH CENTRE-,"2,043,500.00","2,043,500.00",0.00,
Closed,INV00272,05/12/2025,ASAD MEDICAL CENTRE LTD (HOSPITAL)-,"41,000.00","41,000.00",0.00,
Closed,INV00271,05/12/2025,MAKUENI DOCTORS PLAZA LTD-,"27,350.00","27,350.00",0.00,
Closed,INV00265,04/12/2025,TRIDIUM PHARMACY-,"48,000.00","48,000.00",0.00,
Closed,INV00262,03/12/2025,"SALAMA CANCER CENTRE,-","40,200.00","40,200.00",0.00,
Closed,INV00259,02/12/2025,TEI WA YESU HOSPITAL-,"1,500.00","1,500.00",0.00,
Closed,INV00258,02/12/2025,APPEX HOSPITAL-,"12,920.00","12,920.00",0.00,
Closed,INV00256,01/12/2025,HINDIA MEDICAL CLINIC -,"2,500.00","2,500.00",0.00,
Closed,INV00253,29/11/2025,KAGUMO VISION MEDICAL CENTER-,"190,000.00","190,000.00",0.00,
Closed,INV00252,29/11/2025,THE MARA SPECIALIST HOSPITAL LIMITED-,"6,200.00","6,200.00",0.00,
Closed,INV00248,28/11/2025,MACMILLAN UNIVERSITY LTD-,"62,000.00","70,000.00","-8,000.00",
Closed,CSH018,27/11/2025,CASH SALE-,"4,500.00","4,500.00",0.00,
Closed,INV00246,27/11/2025,RONYA HOSPITAL KEUMBU-,"3,950.00","3,950.00",0.00,
Closed,INV00245,27/11/2025,KIVULI DISPENSARY-,"20,375.00","20,375.00",0.00,
Closed,INV00241,26/11/2025,BETA LAB MEDICAL CENTRE-,"7,500.00","7,500.00",0.00,
Closed,INV00240,26/11/2025,KAMBU CATHOLIC DISPENSARY-,"210,000.00","213,705.00","-3,705.00",
Closed,INV00239,06/10/2025,FREE THE CHILDREN- BARAKA-,"40,000.00","40,000.00",0.00,
Closed,INV00238,26/11/2025,THE MARA SPECIALIST HOSPITAL LIMITED-,"23,900.00","23,900.00",0.00,
Closed,INV00237,26/11/2025,SOUTH B DENTAL CENTRE-,"4,500.00","4,500.00",0.00,
Closed,INV00235,25/11/2025,SEASIDE HOSPITAL-,"6,500.00","6,500.00",0.00,
Closed,INV00232,25/11/2025,ST CAMILLUS MISSION -,"31,300.00","31,300.00",0.00,
Closed,INV00230,24/11/2025,MAIKO MEDICAL CLINIC-,"1,750.00","1,750.00",0.00,
Closed,CSH017,24/11/2025,CASH SALE-,"4,200.00","4,200.00",0.00,
Closed,INV00228,24/11/2025,EDZO MEDICAL CLINIC-,"9,500.00","9,500.00",0.00,
Closed,INV00226,24/11/2025,BAHARI MEDICAL CLINIC-DIANI-,"18,745.00","18,745.00",0.00,
Closed,INV00225,24/11/2025,ISHIPOA MEDICAL CENTER-,"4,300.00","4,300.00",0.00,
Closed,CSH016,24/11/2025,CASH SALE-,850.00,850.00,0.00,
Closed,CSH015,21/11/2025,CASH SALE-,"13,500.00","13,500.00",0.00,
Closed,INV00222,21/11/2025,MAKUENI DOCTORS PLAZA LTD-,"87,000.00","87,000.00",0.00,
Closed,CSH014,21/11/2025,CASH SALE-,"49,700.00","49,700.00",0.00,
Closed,INV00217,21/11/2025,MOTHER FRANCISCA MISSION MATERNITY HC-,"144,000.00","144,000.00",0.00,
Closed,INV00215,20/11/2025,SOLOLO MISSION HOSPITAL -,"9,000.00","9,000.00",0.00,
Closed,INV00214,20/11/2025,LIFENIX MEDICAL CENTER-,"4,300.00","4,300.00",0.00,
Closed,CSH013,20/11/2025,CASH SALE-,"3,800.00","3,800.00",0.00,
Closed,INV00213,20/11/2025,BECO HEALTHCARE-,"16,000.00","17,300.00","-1,300.00",
Closed,INV00212,19/11/2025,CONSOLATA SISTERS MISSIONARY DISPENSARY-,"41,300.00","41,300.00",0.00,
Closed,INV00210,19/11/2025,BARATON JEREMIC COMMUNITY MEDICAL CENTRE-,"22,900.00","22,900.00",0.00,
Closed,INV00209,19/11/2025,ST CAMILLUS MISSION -,"2,100.00","2,100.00",0.00,
Closed,INV00208,19/11/2025,KHAMULATI MEDICAL CLINIC-,"49,150.00","56,750.00","-7,600.00",
Closed,INV00207,19/11/2025,THE GATEWAY DIAGNOSIS AND HEALTHCARE LTD-,"44,500.00","44,500.00",0.00,
Closed,INV00206,19/11/2025,LOIMA MEDICAL CLINIC LTD-,"39,400.00","39,400.00",0.00,
Closed,INV00205,19/11/2025,NARIOKOTOME DISPENSARY-,"12,600.00","12,600.00",0.00,
Closed,INV00203,19/11/2025,BIBO PHARMACEUTICAL LIMITED-,"12,000.00","12,000.00",0.00,
Closed,INV00202,18/11/2025,RONYA HOSPITAL KEUMBU-,"1,400.00","14,700.00","-13,300.00",
Closed,INV00201,18/11/2025,ISHIPOA MEDICAL CENTER-,"5,300.00","5,300.00",0.00,
Closed,INV00200,18/11/2025,MAA MEDICAL CLINIC-,"156,900.00","156,900.00",0.00,
Closed,INV00199,18/11/2025,"SALAMA CANCER CENTRE,-","31,400.00","31,400.00",0.00,
Closed,INV00196,17/11/2025,SHIFAH HOSPITAL AND DIALYSIS CENTRE LTD-,"29,300.00","58,600.00","-29,300.00",
Closed,INV00191,17/11/2025,BIKEKE HEALTH CENTRE-,"35,500.00","50,000.00","-14,500.00",
Closed,INV00190,17/11/2025,BIKEKE HEALTH CENTRE-,"250,000.00","250,000.00",0.00,
Closed,INV00189,15/11/2025,PENDOPOINT MEDICARE CENTRE-,"10,400.00","17,000.00","-6,600.00",
Closed,INV00188,15/11/2025,LELIAN MEDICAL CENTRE -,"9,000.00","9,000.00",0.00,
Closed,CSH012,14/11/2025,CASH SALE-,"3,000.00","3,000.00",0.00,
Closed,INV00185,14/11/2025,ULTRACARE SPECIALIST HOSPITAL-,"111,800.00","111,800.00",0.00,
Closed,INV00184,13/11/2025,TITO MEDICAL CLINIC-,"3,050.00","3,050.00",0.00,
Closed,INV00183,13/11/2025,KIMININI COTTAGE MISSION HOSPITAL-,"32,000.00","100,000.00","-68,000.00",
Closed,INV00182,13/11/2025,ITARC HOSPITAL-,"21,950.00","21,950.00",0.00,
Closed,INV00181,13/11/2025,LODWAR HILLS HOSPITAL-,"30,000.00","30,000.00",0.00,
Closed,INV00179,12/11/2025,MAKUENI DOCTORS PLAZA LTD-,"220,000.00","220,000.00",0.00,
Closed,INV00178,12/11/2025,LOTONYOK SAVANIS MEDICAL CENTRE-,"420,000.00","420,000.00",0.00,
Closed,INV00174,12/11/2025,MALIFISA HOSPITAL LIMITED-,"4,650.00","14,500.00","-9,850.00",
Closed,INV00173,12/11/2025,FAIRVIEW MEDICAL CLINIC-,"10,700.00","10,700.00",0.00,
Closed,INV00171,12/11/2025,WADADIA HABITAT MOTHER AND CHILD HOLISTIC HEALTH AND TRAINING HOSPITAL-,"5,000.00","8,000.00","-3,000.00",
Closed,INV00169,12/11/2025,BURUDIKIA COMMUNITY MEDICAL CLINIC-,"16,600.00","16,600.00",0.00,
Closed,INV00168,11/11/2025,SOUTH B DENTAL CENTRE-,"37,000.00","37,000.00",0.00,
Closed,INV00166,11/11/2025,LODWAR HILLS HOSPITAL-,"11,800.00","11,800.00",0.00,
Closed,INV00164,11/11/2025,ASAD MEDICAL CENTRE LTD(CLINIC)-,"27,300.00","27,300.00",0.00,
Closed,INV00161,10/11/2025,ST MARTHA CHIMOI HEALTH CENTRE-,"16,000.00","16,000.00",0.00,
Closed,CSH011,10/11/2025,CASH SALE-,"65,000.00","65,000.00",0.00,
Closed,INV00160,10/11/2025,SHIFAH HOSPITAL AND DIALYSIS CENTRE LTD-,"15,600.00","31,200.00","-15,600.00",
Closed,INV00159,10/11/2025,CRESENT MEDICAL CENTER-,"25,000.00","25,000.00",0.00,
Closed,INV00158,10/11/2025,HEALTHCARE AKIDVA HOSPITAL-,"5,400.00","5,400.00",0.00,
Closed,INV00157,10/11/2025,CAREMAX HEALTH LIMITED-,"21,800.00","21,800.00",0.00,
Closed,INV00155,08/11/2025,GITWAMBA HEALTH CENTRE-,"78,000.00","78,000.00",0.00,
Closed,INV00153,07/11/2025,CHAANI MEDICAL CLINIC-,"6,500.00","6,500.00",0.00,
Closed,INV00152,07/11/2025,KIVULI DISPENSARY-,"15,500.00","15,500.00",0.00,
Closed,INV00150,06/11/2025,WEMA MEDKIN MEDICAL CENTER-,"12,400.00","12,400.00",0.00,
Closed,INV00149,06/11/2025,CARDINAL OTUNGA HEALTH CENTRE-,"8,970.00","8,970.00",0.00,
Closed,INV00146,06/11/2025,ITARC HOSPITAL-,"14,250.00","14,250.00",0.00,
Closed,INV00144,06/11/2025,ANDERSEN MEDICAL CENTRE-,"7,500.00","7,500.00",0.00,
Closed,INV00141,06/11/2025,HAVEN HEALTHCARE-,"18,000.00","18,000.00",0.00,
Closed,INV00140,06/11/2025,WADADIA HABITAT MOTHER AND CHILD HOLISTIC HEALTH AND TRAINING HOSPITAL-,"22,000.00","22,000.00",0.00,
Closed,INV00138,06/11/2025,MEDIQUIP SUPPLIES-,"11,000.00","11,000.00",0.00,
Closed,INV00137,06/11/2025,STAR SPECIALIST HOSPITAL-,"24,000.00","24,000.00",0.00,
Closed,INV00136,06/11/2025,MAISHA ORPHANS AND WIDOWS-,"107,100.00","107,100.00",0.00,
Closed,INV00134,05/11/2025,ALHABIB AUDIOLOGY CENTER-,"1,000.00","1,000.00",0.00,
Closed,INV00133,05/11/2025,SPARKI HEALTH SERVICES-,"2,500.00","16,000.00","-13,500.00",
Closed,INV00132,05/11/2025,BAHARI MEDICAL CLINIC-DIANI-,"25,295.00","25,295.00",0.00,
Closed,CSH010,05/11/2025,CASH SALE-,"5,200.00","5,200.00",0.00,
Closed,INV00131,05/11/2025,KACHELIBA MISSION HEALTH CENTRE-,"37,500.00","69,200.00","-31,700.00",
Closed,INV00129,05/11/2025,KAGUMO VISION MEDICAL CENTER-,"10,120.00","10,120.00",0.00,
Closed,INV00128,05/11/2025,CARDINAL OTUNGA HEALTH CENTRE-,"9,290.00","9,290.00",0.00,
Closed,INV00127,05/11/2025,MEDILINK MEDICAL CENTRE-,"1,850.00","1,850.00",0.00,
Closed,INV00126,05/11/2025,MAIKO MEDICAL CLINIC-,"9,000.00","9,000.00",0.00,
Closed,INV00125,05/11/2025,ST JOSEPHS DISPENSARY-,"72,900.00","72,900.00",0.00,
Closed,INV00123,04/11/2025,MASABA HOSPITAL LTD-,"22,000.00","22,000.00",0.00,
Closed,INV00122,04/11/2025,ALMISBAH MEDICAL CENTRE -,"93,820.00","93,820.00",0.00,
Closed,INV00121,04/11/2025,ASAD MEDICAL CENTRE LTD (HOSPITAL)-,"61,800.00","61,800.00",0.00,
Closed,INV00119,04/11/2025,MVITA DISPENSARY-,"36,000.00","36,000.00",0.00,
Closed,INV00116,04/11/2025,CHAANI MEDICAL CLINIC-,"4,500.00","4,500.00",0.00,
Closed,INV00115,04/11/2025,SENSEI INSTITUTE OF TECHNOLOGY-,"46,700.00","46,700.00",0.00,
Closed,INV00109,31/10/2025,SS MUSEMBI & COMPANY ADVOCATE-,600.00,600.00,0.00,
Closed,INV00108,31/10/2025,MERCY MISSION HOSPITAL-,"32,000.00","32,000.00",0.00,
Closed,INV00106,31/10/2025,ORTUM MISSION HOSPITAL-,"170,000.00","210,000.00","-40,000.00",
Closed,INV00102,30/10/2025,WADADIA HABITAT MOTHER AND CHILD HOLISTIC HEALTH AND TRAINING HOSPITAL-,"5,200.00","6,700.00","-1,500.00",
Closed,INV00100,30/10/2025,MMM MUKURU HEALTH PROGRAM-,"18,000.00","18,000.00",0.00,
Closed,INV00096,30/10/2025,APPEX HOSPITAL-,"7,520.00","7,520.00",0.00,
Closed,INV00095,29/10/2025,REHEMA HOSPICE AND CLINIC LTD-,"12,000.00","12,000.00",0.00,
Closed,INV00092,29/10/2025,OPEN CLINIC MEDICAL CENTRE-,"200,000.00","200,000.00",0.00,
Closed,INV00091,28/10/2025,WADADIA HABITAT MOTHER AND CHILD HOLISTIC HEALTH AND TRAINING HOSPITAL-,"22,300.00","40,300.00","-18,000.00",
Closed,INV00090,28/10/2025,CHAANI MEDICAL CLINIC-,"16,000.00","16,000.00",0.00,
Closed,INV00089,28/10/2025,KIRIITA CARE CLINIC-,"10,700.00","10,700.00",0.00,
Closed,INV00088,28/10/2025,SCHARTS MEDICAL CENTRE-,"8,500.00","50,000.00","-41,500.00",
Closed,INV00087,28/10/2025,THAGANA COUNTY MEDICAL CENTRE-,"16,000.00","43,150.00","-27,150.00",
Closed,CSH009,28/10/2025,CASH SALE-,"3,712.00","3,712.00",0.00,
Closed,INV00085,28/10/2025,ST.JOHN PAUL II AVI MATERCARE HOSPITAL-,"25,000.00","25,000.00",0.00,
Closed,CSH008,28/10/2025,CASH SALE-,"15,000.00","15,000.00",0.00,
Closed,INV00084,28/10/2025,QATAR MEDICAL CENTER-,"9,400.00","9,400.00",0.00,
Closed,INV00081,27/10/2025,KIBWEZI CATHOLIC DISPENSARY-,"64,750.00","64,750.00",0.00,
Closed,INV00080,27/10/2025,CONSOLATA HOSPITAL-,"70,000.00","70,000.00",0.00,
Closed,INV00078,27/10/2025,BIBO PHARMACEUTICAL LIMITED-,"9,500.00","9,500.00",0.00,
Closed,INV00077,25/10/2025,CENTER MEDICAL CLINIC-,"15,800.00","15,800.00",0.00,
Closed,INV00076,25/10/2025,ASUMBI GIRLS MEDICAL CLINIC-,"66,750.00","66,750.00",0.00,
Closed,INV00075,24/10/2025,AMJAD KHAN RAMZANALI-,"29,900.00","29,900.00",0.00,
Closed,INV00074,24/10/2025,AL-UBEIDY HEALTH CENTRE-,"9,000.00","9,000.00",0.00,
Closed,INV00072,24/10/2025,MAMLAKA MEDICAL CENTRE-,"55,085.00","100,694.00","-45,609.00",
Closed,INV00071,24/10/2025,ROYALSTAR FAMILY HOSPITAL-,"72,900.00","72,900.00",0.00,
Closed,INV00070,24/10/2025,BETA LAB MEDICAL CENTRE-,"14,260.00","14,260.00",0.00,
Closed,INV00067,23/10/2025,KWANDOMO MEDICAL CENTRE-,"26,970.00","26,970.00",0.00,
Closed,INV00065,23/10/2025,CHRISTAMARIANNE MISSION HOSPITAL-,"250,000.00","513,000.00","-263,000.00",
Closed,INV00064,23/10/2025,KAMBU CATHOLIC HEALTH -,"8,000.00","8,000.00",0.00,
Closed,INV00062,23/10/2025,ST. JUDE THADDEUS MEDICAL CENTRE-,"290,000.00","350,000.00","-60,000.00",
Closed,INV00061,23/10/2025,SEASIDE HOSPITAL-,"8,300.00","8,300.00",0.00,
Closed,INV00059,23/10/2025,FREE THE CHILDREN- BARAKA-,"84,000.24","102,000.00","-17,999.76",
Closed,INV00056,22/10/2025,ST JOSEPH MISSION MISSION HOSPITAL-,"68,000.00","68,000.00",0.00,
Closed,INV00055,22/10/2025,QUICKPHARM LABORATORY-,"2,300.00","2,300.00",0.00,
Closed,INV00052,21/10/2025,PENDOPOINT MEDICARE CENTRE-,"5,000.00","5,000.00",0.00,
Closed,INV00051,21/10/2025,ANNEX RAY OF HOPE MEDICAL CENTER-,"8,000.00","8,000.00",0.00,
Closed,INV00050,18/10/2025,REHEMA HOSPICE AND CLINIC LTD-,"16,700.00","16,700.00",0.00,
Closed,INV00049,18/10/2025,RONYA HOSPITAL KEUMBU-,"10,800.00","10,800.00",0.00,
Closed,INV00048,18/10/2025,STAR HOSPITAL KISUMU ANNEX-,"820,000.00","830,000.00","-10,000.00",
Closed,INV00047,18/10/2025,HAYAT HOSPITAL-,"720,000.00","720,000.00",0.00,
Closed,INV00046,18/10/2025,ASAD MEDICAL CENTRE LTD (HOSPITAL)-,"3,300.00","3,300.00",0.00,
Closed,INV00043,16/10/2025,HAVEN HEALTHCARE-,"3,222,500.00","3,489,840.00","-267,340.00",
Closed,INV00041,16/10/2025,KIVULI DISPENSARY-,"29,150.00","34,870.00","-5,720.00",
Closed,INV00040,16/10/2025,THOMAS MEDICAL CENTRE-,"18,000.00","18,000.00",0.00,
Closed,INV00038,16/10/2025,PENDOPOINT MEDICARE CENTRE-,"9,850.00","9,850.00",0.00,
Closed,INV00037,16/10/2025,ST MARTHA CHIMOI HEALTH CENTRE-,"7,000.00","7,000.00",0.00,
Closed,INV00036,16/10/2025,SACRED HEART DISPENSARY- TETU PARISH-,"11,500.00","11,500.00",0.00,
Closed,INV00035,15/10/2025,TRIDIUM PHARMACY-,"29,750.00","29,750.00",0.00,
Closed,INV00034,15/10/2025,SHALOM MEDICAL SERVICES-,"260,000.00","260,000.00",0.00,
Closed,INV00032,15/10/2025,MAGO CARE HOSPITAL-,"8,300.00","8,300.00",0.00,
Closed,INV00028,15/10/2025,FATHER BALDO CATHOLIC DISPENSARY-,"46,520.00","46,520.00",0.00,
Closed,CSH006,15/10/2025,CASH SALE-,800.00,800.00,0.00,
Closed,CSH005,15/10/2025,CASH SALE-,"6,200.00","6,200.00",0.00,
Closed,INV00024,14/10/2025,WEMA MEDKIN MEDICAL CENTER-,"5,820.00","5,820.00",0.00,
Closed,INV00023,14/10/2025,ASAD MEDICAL CENTRE LTD(CLINIC)-,"39,200.00","39,200.00",0.00,
Closed,INV00022,14/10/2025,TIFAMED HOSPITAL SUPPLIES-,"40,250.00","40,250.00",0.00,
Closed,INV00020,14/10/2025,LODWAR HILLS HOSPITAL-,"25,900.00","25,900.00",0.00,
Closed,CSH004,14/10/2025,CASH SALE-,"7,500.00","7,500.00",0.00,
Closed,INV00016,14/10/2025,IMMACULATE HEART OF MARY HOSPITAL-,"10,400.00","10,400.00",0.00,
Closed,CSH003,13/10/2025,LEVEPHARM MEDICAL SUPPLIES-,"67,250.00","67,250.00",0.00,
Closed,INV00015,13/10/2025,LEVEPHARM MEDICAL SUPPLIES-,"65,000.00","67,250.00","-2,250.00",
Closed,INV00013,13/10/2025,CAREMAX HEALTH LIMITED-,"17,200.00","17,200.00",0.00,
Closed,INV00012,09/10/2025,REBIRTH MEDICAL CENTER-,"20,000.00","20,000.00",0.00,
Closed,INV00011,09/10/2025,FREE THE CHILDREN- BARAKA-,"40,000.00","40,000.00",0.00,
Closed,INV00003,06/10/2025,BRIAN JAKE MEMORIAL HOSPITAL-,"26,900.00","26,900.00",0.00,
Closed,INV01009,30/04/2026,GYNOCARE WOMEN'S & FISTULA-,"375,000.00",0.00,"375,000.00",
Closed,INV00998,28/04/2026,SHIMO LA TEWA BORSTAL-,"180,000.00",0.00,"180,000.00",
Closed,INV00930,16/04/2026,FRANCISCAN SISTERS LWAK CHALICE -,"50,330.00",0.00,"50,330.00",
Closed,INV00907,13/04/2026,ST.MARY IMMACULATE CATHOLIC -,"133,050.00",0.00,"133,050.00",
Closed,INV00884,08/04/2026,KAGUMO VISION MEDICAL CENTER-,"36,340.00",0.00,"36,340.00",
Closed,INV00860,01/04/2026,ST.MARY IMMACULATE CATHOLIC DISPENSARY-,0.00,0.00,"50,000.00",
Closed,INV00857,01/04/2026,ST DAMIANO MISSION HOSPITAL-,"62,600.00",0.00,"62,600.00",
Closed,INV00849,09/12/2025,ST DAMIANO MISSION HOSPITAL-,"3,510,000.00",0.00,"3,510,000.00",
Closed,INV00777,21/03/2026,ALPHA HILL MEDICAL CENTRE-,"1,193,500.00",0.00,"1,193,500.00",
Closed,INV00771,19/03/2026,GOSHEN MEDICAL CENTER -,"22,750.00",0.00,"22,750.00",
Closed,INV00768,19/03/2026,RONYA HOSPITAL KEUMBU-,"21,000.00",0.00,"21,000.00",
Closed,INV00763,19/03/2026,MINNESOTA FAIRVIEW MEDICAL CENTER -,"58,000.00",0.00,"58,000.00",
Closed,INV00745,17/03/2026,MATUU MISSION HEALTHCARE CENTRE-,"25,000.00",0.00,"25,000.00",
Closed,INV00729,13/03/2026,KACHELIBA MISSION HEALTH CENTRE-,"450,000.00",0.00,"450,000.00",
Closed,INV00719,12/03/2026,BUNGOMA CHILDREN'S CLINIC LIMITED-,"641,500.00",0.00,"641,500.00",
Closed,INV00718,12/03/2026,BUNGOMA CHILDREN'S CLINIC LIMITED-,"641,500.00",0.00,"641,500.00",
Closed,INV00715,11/03/2026,AONMED MEDICAL SUPPLIES LIMITED-,"135,000.00",0.00,"135,000.00",
Closed,INV00703,10/03/2026,ITANDO MISSION OF HOPE HEALTH CENTER-,"42,500.00",0.00,"42,500.00",
Closed,INV00696,09/03/2026,PENDOPOINT MEDICARE CENTRE-,"25,000.00",0.00,"25,000.00",
Closed,INV00693,06/03/2026,HOLY ROSARY HEALTH CENTER-,"896,000.00",0.00,"896,000.00",
Closed,INV00655,25/02/2026,CROWN SPECIALIST CENTRE-,"240,000.00",0.00,"240,000.00",
Closed,INV00653,24/02/2026,LIFENIX MEDICAL CENTER-,"8,500.00",0.00,"8,500.00",
Closed,INV00649,24/02/2026,MIKINDANI HOSPITAL-,"92,800.00",0.00,"92,800.00",
Closed,INV00628,19/02/2026,CONSOLATA HOSPITAL GITORO-,"179,800.00",0.00,0.00,
Closed,INV00623,19/02/2026,REHEMA HOSPICE AND CLINIC LTD-,"217,200.00",0.00,0.00,
Closed,INV00605,17/02/2026,GANJONI DISPENSARY -,"420,000.00",0.00,0.00,
Closed,INV00572,10/02/2026,GALMAGALA HEALTH CENTER-,"48,400.00",0.00,"48,400.00",
Closed,INV00548,06/02/2026,HIGHWAY MEDICAL CENTER-,"420,000.00",0.00,"420,000.00",
Closed,INV00547,06/02/2026,MVITA DISPENSARY-,"420,000.00",0.00,"420,000.00",
Closed,INV00541,05/02/2026,CARDINAL OTUNGA HEALTH CENTRE-,"3,670.00",0.00,"3,670.00",
Closed,INV00531,03/02/2026,LUPIDA HEALTH CENTRE-,"8,600.00",0.00,"8,600.00",
Closed,INV00515,30/01/2026,EQUITY AFIA MEDICAL-RUAKA-,"27,200.00",0.00,"27,200.00",
Closed,INV00496,27/01/2026,ST. CLARE MEDICAL CENTRE NAMBALE (KISOKO)-,"15,570.00",0.00,"15,570.00",
Closed,INV00493,27/01/2026,BETHSEDA SPRINGS MEDICAL CENTER LTD-,"320,000.00",0.00,"320,000.00",
Closed,INV00484,13/01/2026,ST. ELIZABETH GEKANO MISSION HOSPITAL-,"2,687,500.00",0.00,"2,687,500.00",
Closed,INV00481,23/01/2026,ST. CLARE MEDICAL CENTRE NAMBALE (KISOKO)-,"4,920.00",0.00,"4,920.00",
Closed,INV00458,21/01/2026,ST. ELIZABETH GEKANO MISSION HOSPITAL-,"2,687,500.00",0.00,0.00,
Closed,INV00439,19/01/2026,REHEMA HOSPICE AND CLINIC LTD-,"220,000.00",0.00,"220,000.00",
Closed,INV00437,17/01/2026,SHIFAH HOSPITAL AND DIALYSIS CENTRE LTD-,"728,100.00",0.00,"728,100.00",
Closed,INV00426,15/01/2026,MOMBASA CANCER CENTER-,"29,900.00",0.00,"29,900.00",
Closed,INV00424,15/01/2026,SOGOO HEALTH CENTRE-,"555,000.00",0.00,"555,000.00",
Closed,INV00376,07/01/2026,ST. ELIZABETH GEKANO MISSION HOSPITAL-,"2,687,500.00",0.00,"2,687,500.00",
Closed,INV00374,06/01/2026,HAVEN HEALTHCARE-,"3,863,000.00",0.00,"3,863,000.00",
Closed,INV00373,06/01/2026,HAVEN HEALTHCARE-,"3,863,000.00",0.00,"3,863,000.00",
Closed,INV00344,19/12/2025,KEMRI MTWAPA LAB-,"24,000.00",0.00,"24,000.00",
Closed,INV00320,13/12/2025,ST. ELIZABETH GEKANO MISSION HOSPITAL-,"24,000.00",0.00,"24,000.00",
Closed,INV00313,11/12/2025,ST. ELIZABETH GEKANO MISSION HOSPITAL-,"33,000.00",0.00,0.00,
Closed,INV00297,09/12/2025,ST DAMIANO MISSION HOSPITAL-,"2,950,000.00",0.00,"2,950,000.00",
Closed,INV00292,08/12/2025,ST DAMIANO MISSION HOSPITAL-,"2,950,000.00","700,000.00","2,250,000.00",
Closed,INV00281,06/12/2025,MACMILLAN UNIVERSITY LTD-,"3,222,600.00",0.00,"3,222,600.00",
Closed,INV00276,05/12/2025,ST. ELIZABETH GEKANO MISSION HOSPITAL-,"2,687,500.00",0.00,"2,687,500.00",
Closed,INV00270,05/12/2025,KIPLOMBE MEDICAL CENTRE LIMITED-,"5,928,000.00",0.00,"5,928,000.00",
Closed,INV00269,05/12/2025,KIPLOMBE MEDICAL CENTRE LIMITED-,"5,928,000.00",0.00,"5,928,000.00",
Closed,INV00268,05/12/2025,KIPLOMBE MEDICAL CENTRE LIMITED-,"5,928,000.00",0.00,"5,928,000.00",
Closed,INV00257,01/12/2025,KIPLOMBE MEDICAL CENTRE LIMITED-,"5,928,000.00",0.00,"5,928,000.00",
Closed,INV00244,27/11/2025,KIVULI DISPENSARY-,"20,375.00",0.00,"20,375.00",
Closed,INV00229,24/11/2025,THE MARA SPECIALIST HOSPITAL LIMITED-,"15,400.00",0.00,"15,400.00",
Closed,INV00124,04/11/2025,ALMISBAH MEDICAL CENTRE -,"93,820.00",0.00,"93,820.00",
Closed,INV00105,31/10/2025,SEASIDE HOSPITAL-,"8,300.00",0.00,"8,300.00",
Closed,INV00097,30/10/2025,AGC LIONS HOSPITAL-,"5,000.00",0.00,"5,000.00",
Closed,INV00069,24/10/2025,"SALAMA CANCER CENTRE,-","29,900.00",0.00,"29,900.00",
Closed,INV00066,23/10/2025,SEASIDE HOSPITAL-,"8,300.00",0.00,"8,300.00",
Closed,INV00058,23/10/2025,FREE THE CHILDREN- BARAKA-,"96,000.00",0.00,"96,000.00",
Closed,INV00031,15/10/2025,FATHER BALDO CATHOLIC DISPENSARY-,"46,520.00",0.00,"46,520.00",
Closed,INV00021,14/10/2025,ASAD MEDICAL CENTRE LTD(CLINIC)-,"42,500.00","39,300.00","3,200.00",
Closed,INV00014,13/10/2025,CAREMAX HEALTH LIMITED-,"17,000.00",0.00,"17,000.00",
