Status,Invoice,Created,Sales Person,Client Name,Invoice Amount,Paid Amount,Balance
Closed,INV01018,02/05/2026,PEMASON MEDICAL CENTER-,"58,000.00","81,000.00","-23,000.00",
Closed,INV01017,30/04/2026,QUICKPHARM LABORATORY-,"4,500.00","4,500.00",0.00,
Closed,INV01015,30/04/2026,VIJIWENI MEDICAL CENTER-,900.00,"1,220.00",-320.00,
Closed,INV01014,30/04/2026,KOMBANI MEDIVAN MEDICAL CENTER-,"7,020.00","7,020.00",0.00,
Closed,INV01003,29/04/2026,JOSEPH MUKASA HEALTH CENTRE-,"4,000.00","4,000.00",0.00,
Closed,INV00995,16/04/2026,BAYAAN NURSING HOME-,"15,000.00","15,000.00",0.00,
Closed,INV00993,27/04/2026,VITAL MEDIQUIP LTD -,"15,000.00","15,000.00",0.00,
Closed,INV00987,24/04/2026,ST LAZARUS BUYANGU MISSION HEALTH CENTRE-,"8,000.00","8,000.00",0.00,
Closed,INV00985,24/04/2026,RANAC HEALTHCARE-,"7,500.00","7,500.00",0.00,
Closed,INV00983,24/04/2026,VITAL MEDIQUIP LTD -,"60,000.00","60,000.00",0.00,
Closed,INV00982,24/04/2026,KACHELIBA MISSION HEALTH CENTRE-,"64,800.00","64,800.00",0.00,
Closed,INV00981,24/04/2026,SHIMO LA TEWA BORSTAL-,"180,000.00","180,000.00",0.00,
Closed,INV00977,24/04/2026,KACHELIBA MISSION HEALTH CENTRE-,"20,700.00","20,700.00",0.00,
Closed,INV00975,23/04/2026,TRIDIUM PHARMACY-,"32,000.00","32,000.00",0.00,
Closed,INV00972,23/04/2026,PLATEAU MISSION HOSPITAL-,"26,220.00","26,220.00",0.00,
Closed,INV00968,22/04/2026,ROYALSTAR FAMILY HOSPITAL-,"51,550.00","51,550.00",0.00,
Closed,INV00967,22/04/2026,RONYA HOSPITAL KEUMBU-,"17,300.00","17,500.00",-200.00,
Closed,INV00966,22/04/2026,VITAL MEDIQUIP LTD -,"15,000.00","15,000.00",0.00,
Closed,INV00964,22/04/2026,KEVITY KENYA LIMITED -,"500,000.00","760,000.00","-260,000.00",
Closed,INV00960,21/04/2026,DANYA HEALTHCARE SERVICES LTD-,"32,000.00","32,000.00",0.00,
Closed,INV00959,21/04/2026,ACELA MEDICAL CENTER-,"10,500.00","10,500.00",0.00,
Closed,INV00958,21/04/2026,JOSEPH MUKASA HEALTH CENTRE-,"4,200.00","4,400.00",-200.00,
Closed,INV00956,21/04/2026,LIBERTY MEDICAL CENTRE-,"4,350.00","4,350.00",0.00,
Closed,INV00949,20/04/2026,KACHELIBA MISSION HEALTH CENTRE-,"40,000.00","40,000.00",0.00,
Closed,INV00948,20/04/2026,VILL-ANGEL MEDICAL CENTRE-,"9,500.00","9,500.00",0.00,
Closed,INV00947,20/04/2026,FREE THE CHILDREN- BARAKA-,"12,000.00","12,000.00",0.00,
Closed,INV00944,18/04/2026,HURUMA ANNEX-,"50,000.00","50,000.00",0.00,
Closed,INV00943,17/04/2026,BASHAN MEDICAL CENTER-,"22,000.00","50,000.00","-28,000.00",
Closed,INV00942,17/04/2026,ACK DR.PIKE ROPA MEDICAL CENTER-,"344,000.00","344,000.00",0.00,
Closed,INV00941,17/04/2026,VITAL MEDIQUIP LTD -,"63,000.00","63,000.00",0.00,
Closed,INV00940,17/04/2026,PATANISHO NURSING HOME-,"116,000.00","116,000.00",0.00,
Closed,INV00939,17/04/2026,MAIKO MEDICAL CLINIC-,"20,200.00","20,200.00",0.00,
Closed,INV00937,17/04/2026,KACHELIBA MISSION HEALTH CENTRE-,"32,500.00","32,500.00",0.00,
Closed,INV00935,17/04/2026,KAMBU CATHOLIC DISPENSARY-,"6,750.00","6,865.00",-115.00,
Closed,INV00931,16/04/2026,FRANCISCAN SISTERS LWAK CHALICE -,"50,330.00","50,330.00",0.00,
Closed,INV00928,16/04/2026,CAVASH SUPPLIES -,"160,000.00","160,000.00",0.00,
Closed,CSH070,15/04/2026,CASH SALE-,"23,500.00","23,500.00",0.00,
Closed,INV00918,14/04/2026,PLATEAU MISSION HOSPITAL-,"4,250.00","4,250.00",0.00,
Closed,INV00917,14/04/2026,PLATEAU MISSION HOSPITAL-,"26,220.00","26,220.00",0.00,
Closed,CSH068,14/04/2026,CASH SALE-,"4,500.00","4,500.00",0.00,
Closed,INV00911,13/04/2026,ST VINCENT DE PAUL -,"13,300.00","126,400.00","-113,100.00",
Closed,INV00909,13/04/2026,SUBRA HEALTHCARE SERVICES -,"125,000.00","125,000.00",0.00,
Closed,CSH066,11/04/2026,CASH SALE-,"3,500.00","3,500.00",0.00,
Closed,CSH065,11/04/2026,CASH SALE-,"6,000.00","6,000.00",0.00,
Closed,CSH064,10/04/2026,CASH SALE-,"3,000.00","3,000.00",0.00,
Closed,INV00901,10/04/2026,QATAR MEDICAL CENTER-,"2,000.00","2,000.00",0.00,
Closed,INV00900,10/04/2026,MUSA MEDICAL CENTER-,"2,000.00","2,000.00",0.00,
Closed,INV00899,10/04/2026,BULLO MEDICARE-,"1,000.00","1,000.00",0.00,
Closed,INV00898,10/04/2026,SCHARTS MEDICAL CENTRE-,"8,300.00","8,500.00",-200.00,
Closed,INV00891,08/04/2026,ST DAMIANO MISSION HOSPITAL-,"24,250.00","24,500.00",-250.00,
Closed,CSH060,08/04/2026,CASH SALE-,"10,300.00","10,300.00",0.00,
Closed,INV00886,08/04/2026,CASH SALE-,"8,000.00","8,000.00",0.00,
Closed,INV00883,08/04/2026,SUKARI CHEMIST LIMITED-,"19,090.00","19,090.00",0.00,
Closed,INV00878,07/04/2026,CRESTVIEW MOTHER AND CHILD HOSPITAL -,"15,000.00","15,000.00",0.00,
Closed,INV00873,07/04/2026,OLLESSOS HILLS MEDICAL CENTRE-,"330,000.00","330,000.00",0.00,
Closed,CSH059,02/04/2026,CASH SALE-,"17,500.00","17,500.00",0.00,
Closed,INV00866,01/04/2026,ASAD MEDICAL CENTRE LTD(CLINIC)-,"11,000.00","11,000.00",0.00,
Closed,INV00863,01/04/2026,ZIWA LA NGO'MBE CENTER-,"1,100.00","1,100.00",0.00,
Closed,INV00861,01/04/2026,BENMAC HOSPITAL-,"14,950.00","14,950.00",0.00,
Closed,INV00859,01/04/2026,REHEMA HOSPICE AND CLINIC LTD-,"3,500.00","3,500.00",0.00,
Closed,INV00856,31/03/2026,MUNGOMA HOSPITAL -,"30,500.00","30,500.00",0.00,
Closed,CSH058,31/03/2026,CASH SALE-,"8,000.00","8,000.00",0.00,
Closed,CSH057,31/03/2026,CASH SALE-,"35,000.00","35,000.00",0.00,
Closed,INV00847,30/03/2026,MARCIAH CHEROTICH BUTAKI -,"49,499.00","49,499.00",0.00,
Closed,CSH055,27/03/2026,CASH SALE-,"13,300.00","13,300.00",0.00,
Closed,INV00828,27/03/2026,MERIDIAN HOSPITAL MALINDI-,"8,000.00","8,000.00",0.00,
Closed,INV00825,26/03/2026,LEGACY FHOK LTD-,"22,500.00","22,500.00",0.00,
Closed,INV00824,26/03/2026,KAPSABET SURGICAL CARE-,"70,000.00","70,000.00",0.00,
Closed,INV00823,26/03/2026,MEDILINK MEDICAL CENTRE-,"2,950.00","2,950.00",0.00,
Closed,INV00822,26/03/2026,ITARC HOSPITAL-,"10,350.00","10,350.00",0.00,
Closed,INV00821,26/03/2026,SAN JUDES PHARMACY-,"6,500.00","6,500.00",0.00,
Closed,INV00819,26/03/2026,MBUNGONI HEALTH CENTRE-,"250,000.00","250,000.00",0.00,
Closed,INV00818,26/03/2026,TATA HEALTHCARE-,"4,300.00","4,300.00",0.00,
Closed,INV00815,26/03/2026,ANDERSEN MEDICAL CENTRE-,"16,250.00","16,250.00",0.00,
Closed,INV00814,26/03/2026,MULAZ CHEMIST -,"11,500.00","11,500.00",0.00,
Closed,INV00812,25/03/2026,HAMAT HEALTHCARE-,"12,400.00","12,400.00",0.00,
Closed,INV00811,25/03/2026,GM VEZA HOSPITAL LIMITED-,"1,800.00","1,800.00",0.00,
Closed,INV00802,24/03/2026,DENTSERVE MEDICAL SOLUTIONS LTD -,"55,300.00","55,300.00",0.00,
Closed,INV00799,24/03/2026,MINNESOTA FAIRVIEW MEDICAL CENTER -,"63,000.00","63,000.00",0.00,
Closed,INV00792,23/03/2026,ISIOLO CENTRAL MEDICAL CENTER-,"20,400.00","20,400.00",0.00,
Closed,INV00791,23/03/2026,BASHAN MEDICAL CENTER-,"258,500.00","258,500.00",0.00,
Closed,INV00790,23/03/2026,SASTEK LABORATORY-,"1,600.00","1,600.00",0.00,
Closed,CSH053,23/03/2026,CASH SALE-,"3,320.00","3,320.00",0.00,
Closed,INV00788,23/03/2026,ITANDO MISSION OF HOPE HEALTH CENTER-,"20,000.00","20,000.00",0.00,
Closed,INV00784,23/03/2026,PLATEAU MISSION HOSPITAL-,"58,544.00","58,544.00",0.00,
Closed,INV00783,23/03/2026,CASH SALE-,"14,000.00","14,000.00",0.00,
Closed,INV00782,21/03/2026,THE EAGLES MISSION MEDICAL CARE-,"8,500.00","8,500.00",0.00,
Closed,INV00781,21/03/2026,HOPKINS HOSPITAL-,"30,000.00","30,000.00",0.00,
Closed,INV00778,21/03/2026,GOSHEN MEDICAL CENTER -,"21,750.00","22,750.00","-1,000.00",
Closed,INV00776,21/03/2026,NYARANGI HOSPITAL-,"24,000.00","24,000.00",0.00,
Closed,INV00775,21/03/2026,KHAMELOI MEDICAL CLINIC-,"10,000.00","10,000.00",0.00,
Closed,INV00774,21/03/2026,GM VEZA HOSPITAL LIMITED-,"16,000.00","16,000.00",0.00,
Closed,INV00773,19/03/2026,NG'IYA HEALTH CENTRE -,"34,000.00","34,000.00",0.00,
Closed,INV00772,19/03/2026,EQUITY AFIA KANGEMI-,"19,500.00","19,500.00",0.00,
Closed,INV00770,19/03/2026,JAMALI MEDICAL CLINIC-,"77,400.00","77,400.00",0.00,
Closed,INV00769,19/03/2026,STIRLING HEALTHCARE CONSULTANTS-,"4,300.00","4,300.00",0.00,
Closed,INV00767,19/03/2026,BASHAN MEDICAL CENTER-,"18,000.00","18,000.00",0.00,
Closed,INV00766,19/03/2026,FREE THE CHILDREN- BARAKA-,"259,585.00","259,585.00",0.00,
Closed,CSH052,19/03/2026,CASH SALE-,"24,000.00","24,000.00",0.00,
Closed,INV00764,19/03/2026,IJARA SUB-COUNTY HOSPITAL-,"194,000.00","194,000.00",0.00,
Closed,INV00762,19/03/2026,NYATIEKO GESUSU HEALTHCARE SERVICES-,"435,000.00","435,000.00",0.00,
Closed,INV00760,19/03/2026,VITAL MEDIQUIP LTD -,"22,500.00","22,500.00",0.00,
Closed,CSH051,18/03/2026,CASH SALE-,"5,500.00","5,500.00",0.00,
Closed,INV00757,18/03/2026,LUNDAMAX MEDICAL CENTER -,"3,820.00","3,820.00",0.00,
Closed,INV00755,18/03/2026,CAREMAX HEALTH LIMITED-,"18,850.00","18,850.00",0.00,
Closed,INV00749,17/03/2026,EPHRON WELLNESS MEDICAL CENTER-,"97,800.00","97,800.00",0.00,
Closed,CSH050,17/03/2026,CASH SALE-,"4,320.00","4,320.00",0.00,
Closed,INV00746,17/03/2026,MATUU MISSION HEALTHCARE CENTRE-,"25,000.00","25,000.00",0.00,
Closed,INV00744,16/03/2026,PLATEAU MISSION HOSPITAL-,"39,892.00","39,892.00",0.00,
Closed,INV00739,16/03/2026,SUAM WEMA MEDICAL CENTER-,"22,500.00","33,600.00","-11,100.00",
Closed,INV00738,13/03/2026,MITUME DISPENSARY -,"15,000.00","15,000.00",0.00,
Closed,INV00737,13/03/2026,OUR LADY HELP OF THE SICK BARKORWA HEALTH CENTRE -,"155,000.00","155,000.00",0.00,
