Status,Bill,Created,Client Name,Quantity,Amount,Balance,Options
Closed,PUR364,15/04/2026,BIOCARE 3 IN ONE AGENCIES,50.00,1150,1150,Options Bill Lines Edit Print Void entries
Closed,PUR361,01/10/2025,SHADON MEDICAL DIAGNOSTIC LABORATORIES,1.00,312420,312420,Options Bill Lines Edit Print Void entries
Closed,PUR359,10/04/2026,MICROARRAY LIMITED,1.00,15000,15000,Options Bill Lines Edit Print Void entries
Closed,PUR357,08/03/2026,MICROARRAY LIMITED,12.00,11057,11057,Options Bill Lines Edit Print Void entries
Closed,PUR355,30/03/2026,TOTAL PROPERTIES LTD,1.00,25000,25000,Options Bill Lines Edit Print Void entries
Closed,PUR353,27/03/2026,MICROARRAY LIMITED,14.00,5900,5900,Options Bill Lines Edit Print Void entries
Closed,PUR352,17/02/2026,MEDIPAL MEDICAL SUPPLIES LTD,100.00,70000,70000,Options Bill Lines Edit Print Void entries
Closed,PUR351,01/04/2026,DAV ONE STOP HOSPITAL EQUIPMENTS,50.00,22500,22500,Options Bill Lines Edit Print Void entries
Closed,PUR345,01/04/2026,BIOCARE 3 IN ONE AGENCIES,2.00,15500,15500,Options Bill Lines Edit Print Void entries
Closed,PUR343,26/03/2026,SPENOMATIC LABS &CHEMICALS LTD,5.00,7300,7300,Options Bill Lines Edit Print Void entries
Closed,PUR337,20/02/2026,CROWN HEALTHCARE,20.00,11600,11600,Options Bill Lines Edit Print Void entries
Closed,PUR333,24/03/2026,MICROARRAY LIMITED,12.00,3500,3500,Options Bill Lines Edit Print Void entries
Closed,PUR330,23/03/2026,ALPHA SURGICALS SUPPLIES LIMITED,5000.00,35000,35000,Options Bill Lines Edit Print Void entries
Closed,PUR329,23/03/2026,MICROARRAY LIMITED,37.00,22500,22500,Options Bill Lines Edit Print Void entries
Closed,PUR326,25/03/2026,MICROARRAY LIMITED,11.00,36500,36500,Options Bill Lines Edit Print Void entries
Closed,PUR325,25/03/2026,BIOCARE 3 IN ONE AGENCIES,3.00,4200,4200,Options Bill Lines Edit Print Void entries
Closed,PUR324,25/03/2026,MICROARRAY LIMITED,1510.00,12996,12996,Options Bill Lines Edit Print Void entries
Closed,PUR323,25/03/2026,BIBO PHARMACEUTICALS LTD,5.00,20948,20948,Options Bill Lines Edit Print Void entries
Closed,PUR322,24/03/2026,MICROARRAY LIMITED,206.00,75999,75999,Options Bill Lines Edit Print Void entries
Closed,PUR320,23/03/2026,MICROARRAY LIMITED,1.00,170000,170000,Options Bill Lines Edit Print Void entries
Closed,PUR319,19/03/2026,EQUIDENT HEALTHCARE LIMITED,15.00,20200,20200,Options Bill Lines Edit Print Void entries
Closed,PUR318,17/03/2026,COMPLAST INDUSTRIES LIMITED,144.00,135505,135505,Options Bill Lines Edit Print Void entries
Closed,PUR317,19/03/2026,ALPHA SURGICALS SUPPLIES LIMITED,1501.00,31500,31500,Options Bill Lines Edit Print Void entries
Closed,PUR316,18/03/2026,CROWN HEALTHCARE,20.00,41760,41760,Options Bill Lines Edit Print Void entries
Closed,PUR312,17/03/2026,ALPHA SURGICALS SUPPLIES LIMITED,4.00,30000,30000,Options Bill Lines Edit Print Void entries
Closed,PUR310,16/03/2026,TRAVOTECH AGENCIES,10.00,10000,10000,Options Bill Lines Edit Print Void entries
Closed,PUR309,23/03/2026,BIBO PHARMACEUTICALS LTD,3.00,8479,8479,Options Bill Lines Edit Print Void entries
Closed,PUR308,31/10/2025,"NATION MEDIA GROUP PLC,NATION MEDIA GROUP",1.00,113125,113125,Options Bill Lines Edit Print Void entries
Closed,PUR307,30/01/2026,INTERMEDICA LIMITED,2.00,12251,12251,Options Bill Lines Edit Print Void entries
Closed,PUR306,21/01/2026,INTERMEDICA LIMITED,1.00,19250,19250,Options Bill Lines Edit Print Void entries
Closed,PUR302,12/03/2026,ALPHA SURGICALS SUPPLIES LIMITED,3.00,30500,30500,Options Bill Lines Edit Print Void entries
Closed,PUR301,13/02/2026,INTERMEDICA LIMITED,5.00,22501,22501,Options Bill Lines Edit Print Void entries
Closed,PUR300,06/02/2026,INTERMEDICA LIMITED,2.00,12251,12251,Options Bill Lines Edit Print Void entries
Closed,PUR299,17/03/2026,INTERMEDICA LIMITED,5.00,22501,22501,Options Bill Lines Edit Print Void entries
Closed,PUR297,03/03/2026,URUFEY ENTERPRISES,102.00,50000,50000,Options Bill Lines Edit Print Void entries
Closed,PUR296,11/03/2026,MEDIGLOBE SOLUTIONS LIMITED,25.00,37500,37500,Options Bill Lines Edit Print Void entries
Closed,PUR295,11/03/2026,ALPHA SURGICALS SUPPLIES LIMITED,8.00,15200,15200,Options Bill Lines Edit Print Void entries
Closed,PUR290,28/02/2026,"NATION MEDIA GROUP PLC,NATION MEDIA GROUP",1.00,161525,161525,Options Bill Lines Edit Print Void entries
Closed,PUR288,06/03/2026,MICROARRAY LIMITED,4.00,1900,1900,Options Bill Lines Edit Print Void entries
Closed,PUR287,10/03/2026,SPENOMATIC LABS &CHEMICALS LTD,7.00,9622,9622,Options Bill Lines Edit Print Void entries
Closed,PUR286,10/03/2026,SPENOMATIC LABS &CHEMICALS LTD,2.00,5701,5701,Options Bill Lines Edit Print Void entries
Closed,PUR283,04/03/2026,MEDISWIFT SYSTEMS LTD,1.00,22500,22500,Options Bill Lines Edit Print Void entries
Closed,PUR278,05/03/2026,CROWN HEALTHCARE,80.00,23800,23800,Options Bill Lines Edit Print Void entries
Closed,PUR275,26/02/2026,MULTIGEN SUPPLIES LIMITED,2.00,2200,2200,Options Bill Lines Edit Print Void entries
Closed,PUR274,10/02/2026,SUPERFOAM LIMITED,50.00,200000,200000,Options Bill Lines Edit Print Void entries
Closed,PUR256,09/02/2026,ALLIED MEDICAL SUPPLIES LIMITED,15.00,13500,13500,Options Bill Lines Edit Print Void entries
Closed,PUR255,06/02/2026,ALLIED MEDICAL SUPPLIES LIMITED,2.00,1600,1600,Options Bill Lines Edit Print Void entries
Closed,PUR252,07/02/2026,BRIMA CARGO,1.00,1283837,1283837,Options Bill Lines Edit Print Void entries
Closed,PUR251,09/02/2026,MULTIGEN SUPPLIES LIMITED,30.00,10000,10000,Options Bill Lines Edit Print Void entries
Closed,PUR250,17/01/2026,OMNI EMROIDERY AND PRINT,3.00,1600,1600,Options Bill Lines Edit Print Void entries
Closed,PUR249,06/02/2026,OMNI EMROIDERY AND PRINT,11.00,2000,2000,Options Bill Lines Edit Print Void entries
Closed,PUR248,11/02/2026,CHEMOQUIPHE,4.00,8143,8143,Options Bill Lines Edit Print Void entries
Closed,PUR247,05/02/2026,"NATION MEDIA GROUP PLC,NATION MEDIA GROUP",1.00,169504,169504,Options Bill Lines Edit Print Void entries
Closed,PUR246,15/01/2026,VILLA SURGICAL & EQUIPMENTS LIMITED,12.00,6000,6000,Options Bill Lines Edit Print Void entries
Closed,PUR244,15/01/2026,VILLA SURGICAL & EQUIPMENTS LIMITED,1.00,10500,10500,Options Bill Lines Edit Print Void entries
Closed,PUR241,08/10/2025,MULTIGEN SUPPLIES LIMITED,10.00,10000,10000,Options Bill Lines Edit Print Void entries
Closed,PUR240,07/10/2025,MULTIGEN SUPPLIES LIMITED,3.00,2850,2850,Options Bill Lines Edit Print Void entries
Closed,PUR239,24/10/2025,MULTIGEN SUPPLIES LIMITED,1000.00,5000,5000,Options Bill Lines Edit Print Void entries
Closed,PUR238,22/10/2025,MULTIGEN SUPPLIES LIMITED,1.00,450,450,Options Bill Lines Edit Print Void entries
Closed,PUR237,17/10/2025,MULTIGEN SUPPLIES LIMITED,1000.00,5000,5000,Options Bill Lines Edit Print Void entries
Closed,PUR236,12/12/2025,MULTIGEN SUPPLIES LIMITED,1.00,450,450,Options Bill Lines Edit Print Void entries
Closed,PUR235,17/11/2025,MULTIGEN SUPPLIES LIMITED,21.00,7100,7100,Options Bill Lines Edit Print Void entries
Closed,PUR233,26/01/2026,ALLIED MEDICAL SUPPLIES LIMITED,18.00,16500,16500,Options Bill Lines Edit Print Void entries
Closed,PUR232,28/01/2026,ALLIED MEDICAL SUPPLIES LIMITED,40.00,33000,33000,Options Bill Lines Edit Print Void entries
Closed,PUR227,29/01/2026,ALLIED MEDICAL SUPPLIES LIMITED,10000.00,70000,70000,Options Bill Lines Edit Print Void entries
Closed,PUR224,23/01/2026,MEDISUITES MEDICAL SUPPLIES,1.00,3500,3500,Options Bill Lines Edit Print Void entries
Closed,PUR223,23/01/2026,COMPLAST INDUSTRIES LIMITED,108.00,101628,101628,Options Bill Lines Edit Print Void entries
Closed,PUR220,21/01/2026,HARLEYS LIMITED,6.00,15249,15249,Options Bill Lines Edit Print Void entries
Closed,PUR217,16/01/2026,MULTIGEN SUPPLIES LIMITED,1000.00,5000,5000,Options Bill Lines Edit Print Void entries
Closed,PUR216,17/01/2026,BIOCARE 3 IN ONE AGENCIES,10.00,210000,210000,Options Bill Lines Edit Print Void entries
Closed,PUR215,21/01/2026,BIOCARE 3 IN ONE AGENCIES,1.00,1200,1200,Options Bill Lines Edit Print Void entries
Closed,PUR211,21/01/2026,TWOKAY CHEMICALS LIMITED,20.00,800,800,Options Bill Lines Edit Print Void entries
Closed,PUR210,20/01/2026,ULTISTAL SUPPLIES,2.00,3000,3000,Options Bill Lines Edit Print Void entries
Closed,PUR208,22/01/2026,VILLA SURGICAL & EQUIPMENTS LIMITED,12.00,6000,6000,Options Bill Lines Edit Print Void entries
Closed,PUR207,09/01/2026,BIOCARE 3 IN ONE AGENCIES,2.00,2400,2400,Options Bill Lines Edit Print Void entries
Closed,PUR202,09/01/2026,BIOCARE 3 IN ONE AGENCIES,52.00,31200,31200,Options Bill Lines Edit Print Void entries
Closed,PUR201,20/11/2025,BIOCARE 3 IN ONE AGENCIES,2.00,11000,11000,Options Bill Lines Edit Print Void entries
Closed,PUR198,12/01/2026,ICONIC HEALTHCARE LIMITED,2.00,6000,6000,Options Bill Lines Edit Print Void entries
Closed,PUR197,15/01/2026,BIOCARE 3 IN ONE AGENCIES,1.00,1200,1200,Options Bill Lines Edit Print Void entries
Closed,PUR196,12/01/2026,BIOCARE 3 IN ONE AGENCIES,50.00,25000,25000,Options Bill Lines Edit Print Void entries
Closed,PUR193,25/11/2025,UNICORN SALES & SERVICES LTD,1.00,660440,660440,Options Bill Lines Edit Print Void entries
Closed,PUR186,25/12/2025,BIOHAZARD WASTE SOLUTION E.A LIMITED,1500.00,27005,27005,Options Bill Lines Edit Print Void entries
Closed,PUR176,06/01/2026,BIOHAZARD WASTE SOLUTION E.A LIMITED,150.00,2700,2700,Options Bill Lines Edit Print Void entries
Closed,PUR175,06/01/2026,BIOCARE 3 IN ONE AGENCIES,20.00,10000,10000,Options Bill Lines Edit Print Void entries
Closed,PUR174,07/01/2026,BIOCARE 3 IN ONE AGENCIES,10.00,21000,21000,Options Bill Lines Edit Print Void entries
Closed,PUR173,17/12/2025,BIOCARE 3 IN ONE AGENCIES,150.00,1275,1275,Options Bill Lines Edit Print Void entries
Closed,PUR172,16/12/2025,BIOCARE 3 IN ONE AGENCIES,210.00,22600,22600,Options Bill Lines Edit Print Void entries
Closed,PUR171,08/01/2026,BIOCARE 3 IN ONE AGENCIES,3.00,12100,12100,Options Bill Lines Edit Print Void entries
Closed,PUR169,08/01/2026,BIOCARE 3 IN ONE AGENCIES,5.00,3900,3900,Options Bill Lines Edit Print Void entries
Closed,PUR166,04/12/2025,SALIHIYA WORLDS CARGO LIMITED,1.00,86190,86190,Options Bill Lines Edit Print Void entries
Closed,PUR155,08/12/2025,MULTIGEN SUPPLIES LIMITED,50.00,30000,30000,Options Bill Lines Edit Print Void entries
Closed,PUR154,08/12/2025,MULTIGEN SUPPLIES LIMITED,1.00,450,450,Options Bill Lines Edit Print Void entries
Closed,PUR152,10/12/2025,BIOCARE 3 IN ONE AGENCIES,10.00,21000,21000,Options Bill Lines Edit Print Void entries
Closed,PUR150,05/12/2025,COMPLAST INDUSTRIES LIMITED,811.21,101628,101628,Options Bill Lines Edit Print Void entries
Closed,PUR148,09/12/2025,SERI PLUS LIMITED,4.00,2800,2800,Options Bill Lines Edit Print Void entries
Closed,PUR146,26/11/2025,LEGATO MEDICAL SUPPLIES LIMITED,1.00,600,600,Options Bill Lines Edit Print Void entries
Closed,PUR142,20/11/2025,BIOCARE HEALTH SYSTEMS LTD,2.00,14500,14500,Options Bill Lines Edit Print Void entries
Closed,PUR138,24/11/2025,BIOCARE 3 IN ONE AGENCIES,3.00,3600,3600,Options Bill Lines Edit Print Void entries
Closed,PUR137,18/11/2025,MEDISWIFT SYSTEMS LTD,2.00,43500,43500,Options Bill Lines Edit Print Void entries
Closed,PUR130,17/11/2025,BIOCARE 3 IN ONE AGENCIES,10.00,21000,21000,Options Bill Lines Edit Print Void entries
Closed,PUR125,18/11/2025,BIBO PHARMACEUTICALS LTD,5.00,20948,20948,Options Bill Lines Edit Print Void entries
Closed,PUR123,13/11/2025,MULTIGEN SUPPLIES LIMITED,20.00,5000,5000,Options Bill Lines Edit Print Void entries
Closed,PUR121,13/11/2025,MICROARRAY LIMITED,4.00,10000,10000,Options Bill Lines Edit Print Void entries
Closed,PUR119,13/11/2025,BIOCARE 3 IN ONE AGENCIES,4.00,22000,22000,Options Bill Lines Edit Print Void entries
Closed,PUR116,12/11/2025,BIOCARE 3 IN ONE AGENCIES,101.00,50800,50800,Options Bill Lines Edit Print Void entries
Closed,PUR114,04/11/2025,SILCAT INVESTMENT LIMITED,1.00,190000,190000,Options Bill Lines Edit Print Void entries
Closed,PUR107,11/11/2025,CROWN HEALTHCARE,150.00,46500,46500,Options Bill Lines Edit Print Void entries
Closed,PUR104,06/11/2025,MEDISUITES MEDICAL SUPPLIES,1.00,1200,1200,Options Bill Lines Edit Print Void entries
Closed,PUR091,04/11/2025,SAMADAC DIAGNOSTIC LIMITED,1.00,3200,3200,Options Bill Lines Edit Print Void entries
Closed,PUR064,06/10/2025,SILCAT INVESTMENT LIMITED,1.00,190000,190000,Options Bill Lines Edit Print Void entries
Closed,PUR062,28/10/2025,TRUMARK TECHNOLOGIES,1.00,5220,5220,Options Bill Lines Edit Print Void entries
Closed,PUR061,28/10/2025,CHEMOQUIP LTD,5.00,12737,12737,Options Bill Lines Edit Print Void entries
Closed,PUR041,24/10/2025,MULTIGEN SUPPLIES LIMITED,20.00,5000,5000,Options Bill Lines Edit Print Void entries
Closed,PUR033,21/10/2025,HARLEYS LIMITED,1.00,65003,65003,Options Bill Lines Edit Print Void entries
Closed,PUR032,23/10/2025,SALIHIYA WORLDS CARGO LIMITED,1.00,224404,224404,Options Bill Lines Edit Print Void entries
Closed,PUR030,23/10/2025,ALLIED MEDICAL SUPPLIES LIMITED,1.00,800,800,Options Bill Lines Edit Print Void entries
Closed,PUR010,06/10/2025,BIOHAZARD WASTE SOLUTION E.A LIMITED,150.00,2700,2700,Options Bill Lines Edit Print Void entries
Closed,PUR380,13/04/2026,GREENSCAPE ENTERPRISES,1.00,10000,10000,Options Bill Lines Edit Print Void entries
Closed,PUR363,17/04/2026,MEMBERS CORPORATE BRANDS,1.00,6500,6500,Options Bill Lines Edit Print Void entries
Closed,PUR362,19/03/2026,EQUIMED SUPPLIES LLP,15.00,20000,20000,Options Bill Lines Edit Print Void entries
Closed,PUR360,30/04/2026,RONALD NYINGE MWABONJE,1.00,200000,200000,Options Bill Lines Edit Print Void entries
Closed,PUR356,02/04/2026,UNICORN SALES & SERVICES LTD,1.00,242440,242440,Options Bill Lines Edit Print Void entries
Closed,PUR354,19/03/2026,EQUIMED SUPPLIES LLP,15.00,20000,20000,Options Bill Lines Edit Print Void entries
Closed,PUR350,19/03/2026,MEDISWIFT SYSTEMS LTD,1.00,2000,2000,Options Bill Lines Edit Print Void entries
Closed,PUR349,19/03/2026,MEDISWIFT SYSTEMS LTD,3.00,67500,67500,Options Bill Lines Edit Print Void entries
Closed,PUR348,04/03/2026,MEDISWIFT SYSTEMS LTD,1.00,22500,22500,Options Bill Lines Edit Print Void entries
Closed,PUR347,02/04/2026,SEROPHARM EAST AFRICA LIMITED,1.00,350,350,Options Bill Lines Edit Print Void entries
Closed,PUR346,04/03/2026,ALLIED MEDICAL SUPPLIES LIMITED,10.00,9000,9000,Options Bill Lines Edit Print Void entries
Closed,PUR344,17/03/2026,SPENOMATIC LABS &CHEMICALS LTD,4.00,10400,10400,Options Bill Lines Edit Print Void entries
Closed,PUR342,25/03/2026,SPENOMATIC LABS &CHEMICALS LTD,5.00,4060,4060,Options Bill Lines Edit Print Void entries
Closed,PUR341,16/03/2026,SPENOMATIC LABS &CHEMICALS LTD,8.00,11500,11500,Options Bill Lines Edit Print Void entries
Closed,PUR338,25/03/2026,MEDIGLOBE SOLUTIONS LIMITED,12.00,8400,8400,Options Bill Lines Edit Print Void entries
Closed,PUR336,25/03/2026,SURESTEP UNIQUE VENTURES,375.00,27000,27000,Options Bill Lines Edit Print Void entries
Closed,PUR335,13/03/2026,SURESTEP UNIQUE VENTURES,1.00,3500,3500,Options Bill Lines Edit Print Void entries
Closed,PUR334,03/03/2026,SURESTEP UNIQUE VENTURES,5.00,15000,15000,Options Bill Lines Edit Print Void entries
Closed,PUR332,18/03/2026,SALIHIYA WORLDS CARGO LIMITED,1.00,309330,309330,Options Bill Lines Edit Print Void entries
Closed,PUR331,23/03/2026,INTERMEDICA LIMITED,10.00,40033,40033,Options Bill Lines Edit Print Void entries
Closed,PUR328,24/03/2026,CROWN HEALTHCARE,20.00,54000,54000,Options Bill Lines Edit Print Void entries
Closed,PUR327,25/03/2026,ALLIED MEDICAL SUPPLIES LIMITED,13.00,11300,11300,Options Bill Lines Edit Print Void entries
Closed,PUR315,10/03/2026,OMNI EMROIDERY AND PRINT,3.00,800,800,Options Bill Lines Edit Print Void entries
Closed,PUR314,18/03/1929,MEDIGLOBE SOLUTIONS LIMITED,10.00,15000,15000,Options Bill Lines Edit Print Void entries
Closed,PUR311,17/03/2026,SEROPHARM EAST AFRICA LIMITED,6.00,3050,3050,Options Bill Lines Edit Print Void entries
Closed,PUR305,11/03/2026,EAST ICT HUB,1.00,3200,3200,Options Bill Lines Edit Print Void entries
Closed,PUR304,10/03/2026,EAST ICT HUB,1.00,1500,1500,Options Bill Lines Edit Print Void entries
Closed,PUR303,13/03/2026,MICROARRAY LIMITED,2.00,5000,5000,Options Bill Lines Edit Print Void entries
Closed,PUR298,17/03/2026,COMPLAST INDUSTRIES LIMITED,144.00,135504,135504,Options Bill Lines Edit Print Void entries
Closed,PUR294,24/02/2026,ALPHA SURGICALS SUPPLIES LIMITED,3.00,43500,43500,Options Bill Lines Edit Print Void entries
Closed,PUR293,11/03/2026,SPENOMATIC LABS &CHEMICALS LTD,3.00,7799,7799,Options Bill Lines Edit Print Void entries
Closed,PUR292,10/03/2026,RONALD NYINGE MWABONJE,2.00,100000,100000,Options Bill Lines Edit Print Void entries
Closed,PUR291,25/02/2026,MEMBERS CORPORATE BRANDS,1.00,21000,21000,Options Bill Lines Edit Print Void entries
Closed,PUR289,09/03/2026,MEDIGLOBE SOLUTIONS LIMITED,4.00,32000,32000,Options Bill Lines Edit Print Void entries
